"assignment.id","worker.id","trial.num","rule.id","rule.desc","example.num","polarity","string","time"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","73101","1480617325847"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","73102","1480617334807"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"positive","73103","1480617345031"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","012346","1480617353735"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"negative","01234567","1480617415441"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",3,"consonants-only","The string contains only consonants",1,"positive","bcdfghjk","1480617443255"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",3,"consonants-only","The string contains only consonants",2,"positive","lmnpqrst","1480617462519"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",3,"consonants-only","The string contains only consonants",3,"negative","abcdefghij","1480617487727"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",3,"consonants-only","The string contains only consonants",4,"negative","aeiou","1480617496711"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[aldheial]","1480617527006"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[shdfidlejbf]","1480617669591"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","skfhgpocm","1480617678936"
"3TYCR1GOTCJSSTA84XUJWMGND1ZLZO","ebfa63a",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","sfhytresvbnn","1480617684719"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480616823898"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaaaaa","1480616837292"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aaabaaa","1480616853091"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","53173","1480616869841"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","99999","1480616877136"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"negative","3352134","1480616884626"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",1,"positive","t","1480616898804"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",2,"positive","tjhgd","1480616902163"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",3,"positive","ggggggg","1480616909549"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",4,"negative","hgtif","1480616914645"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",5,"negative","iiii","1480616922179"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",3,"consonants-only","The string contains only consonants",6,"negative","e","1480616926392"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[string]","1480616937752"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[4342vsf3!]","1480616943892"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","[sda23","1480616952597"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","adasda]","1480616957857"
"3U84XHCDICDWUL3NY5V2A5ECRF4Z49","aacaf2c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","432rdsd","1480616962065"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480619613094"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"positive","aaaaa","1480619622023"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aa","1480619625724"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"negative","aaaab","1480619629214"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",5,"negative","aaab1","1480619637227"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",1,"3a","The string contains only <code>a</code>'s and has at least three of them",6,"positive","aaaaaaaaaaaa","1480619640613"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","06472","1480619652899"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","06492","1480619656175"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"negative","00000","1480619660178"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","0","1480619664479"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"negative","59","1480619667418"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",6,"negative","984","1480619670671"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",7,"negative","6848","1480619677542"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",8,"negative","585787","1480619682281"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",1,"negative","a","1480619693175"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",2,"positive","b","1480619698367"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",3,"positive","c","1480619701211"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",4,"negative","e","1480619703030"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",5,"positive","abc","1480619706102"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",6,"positive","atfdc","1480619709785"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",7,"negative","atgcid","1480619715630"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",3,"consonants-only","The string contains only consonants",8,"negative","aygdci","1480619719721"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"negative","asdf","1480619735734"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","asdf111","1480619744747"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[asdf]","1480619749182"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"positive","[asdf111]","1480619760157"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"negative","asdf]","1480619769612"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","[asdf","1480619778027"
"3W2LOLRXLBF86W6Z9GO5VJ19FKBKRR","311ee08",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",7,"positive","[asdf111]","1480619783149"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480617838427"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","aa","1480617844903"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aab","1480617852634"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"positive","aaaa","1480617858309"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","20191","1480617875170"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","00000","1480617880378"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"negative","99999","1480617884608"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","00001","1480617889097"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"positive","85016","1480617893551"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",6,"positive","53704","1480617900314"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",3,"consonants-only","The string contains only consonants",1,"positive","bcdf","1480617909139"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",3,"consonants-only","The string contains only consonants",2,"negative","abcdf","1480617915180"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",3,"consonants-only","The string contains only consonants",3,"negative","abcdef","1480617922979"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",3,"consonants-only","The string contains only consonants",4,"positive","bcdfg","1480617927409"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[abcd]","1480617937862"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"positive","[1234]","1480617949106"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"negative","[abcd","1480617955441"
"3WYGZ5XF3WFK7B6CO5OALT651MUKSF","1ec52d4",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","1234]","1480617962713"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480618728750"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","aa","1480618740259"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",1,"3a","The string contains only <code>a</code>'s and has at least three of them",3,"negative","aaaaaab","1480618751106"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",1,"3a","The string contains only <code>a</code>'s and has at least three of them",4,"positive","aaaaaaa","1480618758015"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","97233","1480618769608"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"positive","57319","1480618777004"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",3,"positive","25834","1480618783197"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",4,"negative","972338","1480618788677"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",5,"negative","9724","1480618799584"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",3,"consonants-only","The string contains only consonants",1,"positive","kldsf","1480618814893"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",3,"consonants-only","The string contains only consonants",2,"negative","aownm","1480618823342"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",3,"consonants-only","The string contains only consonants",3,"positive","tphgwrm","1480618830330"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",3,"consonants-only","The string contains only consonants",4,"negative","tphgwre","1480618840963"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[grammar]","1480618857242"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","grammar","1480618867027"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",3,"positive","[hazmat]","1480618871363"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",4,"negative","hazmat","1480618880211"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",5,"positive","[8314]","1480618885813"
"3Y54SXRO1LLZP7O37JX21LBP5W6TUA","8b16511",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",6,"negative","8314","1480618897046"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","a33_35_a","1480618852361"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","a33_35_b","1480618863424"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","55042","1480618876712"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","7a_34j","1480618882047"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",3,"consonants-only","The string contains only consonants",1,"positive","cdtrw","1480618895076"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",3,"consonants-only","The string contains only consonants",2,"negative","cdarw","1480618909187"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","[dr_aw3]","1480618924421"
"3Z7VU45IPYHF2M64BNC0C779FWV1Z1","71ae71c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","dr_aw3","1480618949093"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",1,"3a","The string contains only <code>a</code>'s and has at least three of them",1,"positive","aaa","1480617999710"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",1,"3a","The string contains only <code>a</code>'s and has at least three of them",2,"negative","aba","1480618011121"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",1,"positive","84116","1480618031281"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)",2,"negative","5165165165","1480618038365"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",3,"consonants-only","The string contains only consonants",1,"positive","shh","1480618075552"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",3,"consonants-only","The string contains only consonants",2,"negative","gaaa","1480618079023"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",1,"positive","aaafffsdfsdfaaa","1480618094680"
"3ZDAD0O1T1DR6BIYCO8PLSATZENTX2","59d56e8",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>",2,"negative","aaafsdfsfsfggeer","1480618101920"
